5, 0.723904013633728
10, 1.247167944908142
15, 1.7479679584503174
20, 2.3941121101379395
25, 2.807807922363281
30, 3.2931840419769287
35, 3.933183908462525
40, 4.322239875793457
45, 4.846591949462891
50, 5.441535949707031
55, 5.999616146087647
60, 6.48089599609375
65, 6.526976108551025
70, 7.272448062896728
75, 7.59600019454956
80, 8.599552154541016
85, 9.162752151489258
90, 9.170944213867188
95, 9.797632217407228
100, 10.343423843383787
120, 12.807168006896973
140, 14.95148754119873
160, 17.108991622924805
180, 20.00588798522949
200, 20.567039489746094
220, 23.06867218017578
240, 25.32761573791504
260, 26.75814437866211
280, 28.595199584960938
300, 30.505983352661133
350, 36.75545501708984
400, 41.018367767333984
450, 46.878719329833984
500, 50.546688079833984
550, 57.212928771972656
600, 62.53667068481445
650, 69.01042938232422
700, 73.27839660644531
750, 79.88838195800781
800, 87.82950592041016
850, 90.68953704833984
900, 106.00038146972656
950, 103.79571533203124
1000, 113.78585815429688
1050, 113.9916763305664
